Datetime,Class,Distance (m),Drone Lat,Drone Lon,Drone Heading,Object Lat,Object Lon,Object Heading
2024/05/14-11:56:40,trash_0,5.810764992267,37.4191545,-5.9990579,5.72,37.41920685057519,-5.999056949306161,0.8298310413014907
2024/05/14-11:56:40,trash_1,6.567304193123333,37.4191545,-5.9990579,5.72,37.41921244464597,-5.999042864166704,11.693010310292461
2024/05/14-11:56:40,trash_2,6.669349871514685,37.4191545,-5.9990579,5.72,37.419214463244415,-5.999052969154124,3.7524552497835746
2024/05/14-11:56:40,trash_0,5.818827484102355,37.4191545,-5.9990578,5.91,37.41920692344765,-5.999056868596837,0.8118651228270819
2024/05/14-11:56:40,trash_1,6.550014065253874,37.4191545,-5.9990578,5.91,37.41921225211042,-5.999042563553363,11.88301031029246
2024/05/14-11:56:40,trash_2,6.625370249025678,37.4191545,-5.9990578,5.91,37.419214054546345,-5.999052654031983,3.942455249783576
2024/05/14-11:56:40,trash_0,5.85770718001358,37.4191545,-5.9990578,5.91,37.41920727372572,-5.99905686237347,0.8118651228270828
2024/05/14-11:56:40,trash_1,6.5870882812145295,37.4191545,-5.9990578,5.91,37.419212622847354,-5.999042740953572,11.675647637143705
2024/05/14-11:56:40,trash_2,6.609534133817705,37.4191545,-5.9990578,5.91,37.41921392675716,-5.999052938449405,3.733175223393318
2024/05/14-11:56:40,trash_0,5.862334834848487,37.4191544,-5.9990577,6.11,37.41920721551936,-5.999056770683706,0.8040338045126916
2024/05/14-11:56:40,trash_1,6.564786349175154,37.4191544,-5.9990577,6.11,37.41921232762999,-5.9990427014642105,11.66813330121074
2024/05/14-11:56:40,trash_0,5.826115865068328,37.4191544,-5.9990577,6.11,37.41920688921187,-5.999056776425259,0.8040338045126916
2024/05/14-11:56:40,trash_1,6.5921642244687275,37.4191544,-5.9990577,6.11,37.41921261236783,-5.9990429033425725,11.46047258601765
2024/05/14-11:56:40,trash_2,6.641522129265382,37.4191544,-5.9990577,6.11,37.41921411498968,-5.999052826971487,3.723953293545719
2024/05/14-11:56:41,trash_0,5.883350627670775,37.4191544,-5.9990577,6.11,37.41920740485688,-5.999056767352212,0.8040338045126907
2024/05/14-11:56:41,trash_1,6.632141291499358,37.4191544,-5.9990577,6.11,37.4192129653869,-5.9990428136106715,11.46047258601765
2024/05/14-11:56:41,trash_2,6.65582828166712,37.4191544,-5.9990577,6.11,37.41921425743866,-5.999053090406736,3.5147950132233365
2024/05/14-11:56:41,trash_0,6.029557871716255,37.4191543,-5.9990575,6.48,37.4192086197039,-5.9990563512413155,0.9663424194002053
2024/05/14-11:56:41,trash_1,6.565099440352765,37.4191543,-5.9990575,6.48,37.41921223986694,-5.999042558385007,11.622670797926983
2024/05/14-11:56:41,trash_2,6.659834795406453,37.4191543,-5.9990575,6.48,37.419214182902465,-5.9990526767564525,3.67570592524532
2024/05/14-11:56:41,trash_0,5.909738882930686,37.4191543,-5.9990575,6.48,37.419207540266214,-5.999056374069391,0.9663424194002053
2024/05/14-11:56:41,trash_1,6.592132711102526,37.4191543,-5.9990575,6.48,37.419212521492234,-5.999042761682277,11.414733265357892
2024/05/14-11:56:41,trash_2,6.694038632756915,37.4191543,-5.9990575,6.48,37.4192145041566,-5.999052927314614,3.466691561392873
2024/05/14-11:56:41,trash_0,5.94767680571097,37.4191543,-5.9990575,6.48,37.41920788496762,-5.9990566101993075,0.7587962786435511
2024/05/14-11:56:41,trash_1,6.563489656846504,37.4191543,-5.9990575,6.48,37.41921231063825,-5.999043089751756,11.206665337995721
2024/05/14-11:56:41,trash_2,6.609124096123802,37.4191543,-5.9990575,6.48,37.419213740460975,-5.999052985319623,3.4666915613928735
2024/05/14-11:56:41,trash_0,5.992542096977101,37.4191543,-5.9990574,6.73,37.4192082886301,-5.9990564531536315,0.8014006707249344
