Datetime,Class,Distance (m),Drone Lat,Drone Lon,Drone Heading,Object Lat,Object Lon,Object Heading
2024/05/14-11:54:32,trash_0,inf,37.4191564,-5.9990256,324.09,,,
2024/05/14-11:54:32,trash_0,inf,37.4191564,-5.9990256,324.09,,,
2024/05/14-11:54:33,trash_0,inf,37.4191564,-5.9990256,324.09,,,
2024/05/14-11:54:33,trash_0,inf,37.4191564,-5.9990256,324.09,,,
2024/05/14-11:54:33,trash_0,inf,37.4191564,-5.9990256,324.09,,,
2024/05/14-11:54:33,trash_0,inf,37.4191564,-5.9990256,324.09,,,
2024/05/14-11:54:33,trash_0,inf,37.4191564,-5.9990256,324.09,,,
2024/05/14-11:54:33,trash_0,inf,37.4191564,-5.9990256,324.09,,,
2024/05/14-11:54:33,trash_0,inf,37.4191564,-5.9990256,324.09,,,
2024/05/14-11:54:33,trash_0,inf,37.4191564,-5.9990256,324.09,,,
2024/05/14-11:54:33,trash_0,inf,37.4191564,-5.9990256,324.09,,,
2024/05/14-11:54:34,trash_0,inf,37.4191564,-5.9990256,324.09,,,
2024/05/14-11:54:34,trash_0,9.491313257481165,37.4191564,-5.9990256,324.09,37.41924013957833,-5.999003844294899,371.7068436101344
2024/05/14-11:54:34,trash_0,9.461284063873299,37.4191564,-5.9990256,324.09,37.4192398458293,-5.999003739541029,371.8018899859784
2024/05/14-11:54:34,trash_0,9.44070293081132,37.4191564,-5.9990256,324.09,37.419239635440185,-5.999003614574988,371.8965909240004
2024/05/14-11:54:34,trash_0,9.451451414029526,37.4191564,-5.9990256,324.09,37.41923970118219,-5.999003417515738,371.9909477893667
2024/05/14-11:54:35,trash_0,9.549623803228895,37.4191564,-5.9990256,324.09,37.4192405074233,-5.999002841547984,372.17863475055145
2024/05/14-11:54:35,trash_0,9.425420702044809,37.4191564,-5.9990256,324.09,37.41923938422177,-5.999002968032233,372.2719675642704
2024/05/14-11:54:35,trash_0,9.153992694962612,37.4191564,-5.9990256,324.09,37.419236994488514,-5.999003619775713,372.2719675642704
2024/05/14-11:54:35,trash_0,9.001487825751363,37.4191564,-5.9990256,324.09,37.4192356517901,-5.999003985965077,372.2719675642704
2024/05/14-11:54:35,trash_0,8.987211959708542,37.4191564,-5.9990256,324.09,37.4192354980613,-5.999003859254123,372.3649617410138
2024/05/14-11:54:35,trash_0,8.869908661047429,37.4191564,-5.9990256,324.09,37.419234437876,-5.999003984764086,372.45761863315306
2024/05/14-11:54:35,trash_0,8.97609943487463,37.4191564,-5.9990256,324.09,37.419235372147426,-5.999003725985656,372.45761863315306
2024/05/14-11:54:35,trash_0,8.976897415710514,37.4191564,-5.9990256,324.09,37.41923537916809,-5.9990037240410405,372.45761863315306
2024/05/14-11:54:35,trash_0,8.847927297833756,37.4191564,-5.9990256,324.09,37.41923424448294,-5.999004038330912,372.45761863315306
2024/05/14-11:54:35,trash_0,8.78037212498192,37.4191564,-5.9990256,324.09,37.41923365012934,-5.999004202957465,372.45761863315306
2024/05/14-11:54:35,trash_0,8.626284318111013,37.4191564,-5.9990256,324.09,37.419232267343084,-5.9990044251606385,372.54993959032424
2024/05/14-11:54:35,trash_0,8.629388370592942,37.4191564,-5.9990256,324.09,37.419232294642924,-5.9990044175411485,372.54993959032424
2024/05/14-11:54:36,trash_0,8.517329610044154,37.419144,-5.9990169,294.01,37.41921721572253,-5.9990457342923404,342.56192595937233
2024/05/14-11:54:36,trash_0,9.715193325787899,37.4191482,-5.9990367,300.78,37.41923424853868,-5.999056844383912,349.423579084297
2024/05/14-11:54:36,trash_0,8.616677755943963,37.4191482,-5.9990367,300.78,37.41922454148118,-5.999054414083182,349.5149003061994
2024/05/14-11:54:36,trash_0,inf,37.4191482,-5.9990367,300.78,,,
2024/05/14-11:54:37,trash_0,8.046855225676289,37.4191505,-5.999044,305.04,37.419222550663825,-5.999054145673732,353.59192595937236
2024/05/14-11:54:37,trash_0,7.82057289902023,37.4191509,-5.9990451,306.69,37.419221092898006,-5.999052853810464,354.96496174101384
2024/05/14-11:54:37,trash_0,7.872130820891268,37.4191509,-5.9990451,306.69,37.41922154545505,-5.999053048699092,354.87196756427045
2024/05/14-11:54:37,trash_0,7.802856846102348,37.4191513,-5.9990462,308.61,37.41922146036728,-5.9990518547444625,356.32188998597843
2024/05/14-11:54:38,trash_0,7.670706337001019,37.4191513,-5.9990462,308.61,37.41922024100282,-5.999052335805859,355.9396181688117
2024/05/14-11:54:38,trash_0,7.703473499358378,37.4191513,-5.9990462,308.61,37.41922050064126,-5.9990529495397915,355.5517315647996
2024/05/14-11:54:38,trash_0,7.745627820918677,37.4191517,-5.9990472,310.6,37.41922140310453,-5.9990515534960585,357.1481419026395
2024/05/14-11:54:38,trash_0,7.776258559787112,37.4191517,-5.9990472,310.6,37.41922165275203,-5.9990521821813045,356.74876044973
2024/05/14-11:54:38,trash_0,7.658394751189204,37.4191517,-5.9990472,310.6,37.41922056308275,-5.999052717491492,356.34349809461037
2024/05/14-11:54:38,trash_0,7.577358405174943,37.4191517,-5.9990472,310.6,37.41921976433263,-5.999053893792371,355.5149728818875
2024/05/14-11:54:38,trash_1,inf,37.4191517,-5.9990472,310.6,,,
2024/05/14-11:54:38,trash_0,7.428969915336917,37.4191523,-5.9990481,312.93,37.41921912306246,-5.999052981517884,356.6654400071079
2024/05/14-11:54:38,trash_1,inf,37.4191523,-5.9990481,312.93,,,
2024/05/14-11:54:38,trash_0,7.462026789314841,37.4191523,-5.9990481,312.93,37.41921938833235,-5.999053650544076,356.22462475943473
2024/05/14-11:54:38,trash_1,inf,37.4191523,-5.9990481,312.93,,,
2024/05/14-11:54:38,trash_0,7.411363748241472,37.4191527,-5.999049,315.21,37.419219434787856,-5.999052003035041,357.9444763033986
2024/05/14-11:54:38,trash_0,7.296187855671338,37.4191527,-5.999049,315.21,37.419218376876394,-5.999052611153097,357.4889463714686
2024/05/14-11:54:38,trash_0,7.554768107150578,37.4191527,-5.999049,315.21,37.41922063720062,-5.99904367443257,363.57761863315307
